        TIME                    X      Y      RAWX   RAWY   DETX   DETY
        s                       pixel  pixel  pixel  pixel  pixel  pixel
   3556   4.729520671054717E+08    129  -1134    483     54    484     55
   3557   4.729520696128116E+08    427   -833    110    252    111    253
   3558   4.729520721201317E+08    297   -954    269    175    270    176
   3559   4.729520771347917E+08    531   -840     12    215     13    216
   3560   4.729520846567317E+08    258   -699    230    430    231    431
   3561   4.729520846567317E+08    313   -875    230    246    231    247
   3562   4.729520846567317E+08    317   -877    227    243    228    244
   3563   4.729520846567317E+08    341   -963    230    153    231    154
   3564   4.729520846567317E+08    373  -1059    228     52    229     53
   3565   4.729520846567317E+08    381  -1090    229     20    230     21
   3566   4.729520871640517E+08    177   -818    343    341    344    342
   3567   4.729520896713917E+08     74   -872    457    320    458    321
   3568   4.729520946859917E+08     73  -1092    523    110    524    111
   3569   4.729520971933317E+08    311   -640    163    471    164    472
   3570   4.729521047152717E+08    219   -804    300    342    301    343
   3571   4.729521441631717E+08     90    750    113    494    114    495
   3572   4.729521441631717E+08   -143    503    409    327    410    328
   3573   4.729521441631717E+08     36    397    270    173    271    174
   3574   4.729521466704917E+08     85    545    179    300    180    301
   3575   4.729521541924917E+08   -208    459    485    307    486    308
   3576   4.729521541924917E+08     74    371    241    138    242    139
   3577   4.729521592071117E+08    228    611     23    322     24    323
   3578   4.729521617144117E+08    -59    682    276    475    277    476
   3579   4.729521642217717E+08   -309    435    589    315    590    316
   3580   4.729521667290517E+08    186    320    150     57    151     58
   3581   4.729521717436917E+08    -84    376    391    191    392    192
   3582   4.729521742510117E+08    -78    404    377    217    378    218
   3583   4.729521742510117E+08   -103    351    417    173    418    174
   3584   4.729521742510117E+08    -13    342    334    138    335    139
   3585   4.729521742510117E+08    153    378    164    124    165    125
   3586   4.729521767583717E+08      0    255    347     51    348     52
   3587   4.729521817729716E+08    199    413    110    143    111    144
   3588   4.729521842802917E+08   -116    768    305    575    306    576
   3589   4.729521867876317E+08    142    321    192     73    193     74
   3590   4.729521968168917E+08   -241    337    552    202    553    203
   3591   4.729521993242317E+08     93    240    262      9    263     10
   3592   4.729522043388516E+08    -97    349    412    169    413    170
   3593   4.729522193827717E+08   -137    698    345    513    346    514
   3594   4.729522269047117E+08    -47    358    361    163    362    164
   3595   4.729522344267117E+08   -309    507    565    383    566    384
   3596   4.729522874122117E+08     41   -451    251    236    252    237
   3597   4.729522899195117E+08     39   -385    234    299    235    300
   3598   4.729522924268317E+08    272   -435     27    182     28    183
   3599   4.729522999487717E+08   -206   -509    506    253    507    254
   3600   4.729523024560917E+08    -46   -340    302    368    303    369
   3601   4.729523024560917E+08    222   -319     40    307     41    308
   3602   4.729523074707717E+08    -99   -435    382    292    383    293
   3603   4.729523124853717E+08    -74   -652    422     77    423     78
   3604   4.729523124853717E+08   -225   -403    493    360    494    361
   3605   4.729523149926916E+08    173   -554    157     97    158     98
   3606   4.729523200073317E+08    220   -478     90    155     91    156
   3607   4.729523225146517E+08   -258   -236    474    528    475    529
   3608   4.729523350512517E+08   -126   -394    394    338    395    339
   3609   4.729523350512517E+08     52   -268    187    406    188    407
   3610   4.729523375585517E+08    213   -465     93    169     94    170
   3611   4.729523400658717E+08   -221   -306    459    450    460    451
   3612   4.729523500951317E+08   -140   -537    450    205    451    206
   3613   4.729523526024717E+08    -33   -684    392     33    393     34
   3614   4.729523551098117E+08   -192   -577    512    183    513    184
   3615   4.729523576170917E+08   -276   -510    573    271    574    272
   3616   4.729523601244117E+08   -118   -552    434    184    435    185
   3617   4.729523626317316E+08    185   -590    156     58    157     59
   3618   4.729523651390717E+08    -82   -653    429     78    430     79
   3619   4.729523651390717E+08    -30   -678    387     39    388     40
   3620   4.729523726610116E+08   -147   -541    458    204    459    205
   3621   4.729523776756317E+08    108   -331    151    328    152    329
   3622   4.729524250419834E+08   1120    698    139    455    140    456
   3623   4.729524325639317E+08    936    236    453     66    454     67
   3624   4.729524400858917E+08   1253    636     32    357     33    358
   3625   4.729524425932117E+08   1182    472    149    221    150    222
   3626   4.729524451005317E+08   1124    769    116    522    117    523
   3627   4.729524451005317E+08   1091    309    283     91    284     92
   3628   4.729524501151517E+08    945    215    450     45    451     46
   3629   4.729524526224917E+08   1230    696     36    421     37    422
   3630   4.729524601444317E+08    957    413    379    231    380    232
   3631   4.729524676663717E+08    999    221    395     35    396     36
   3632   4.729524802029717E+08   1148    422    193    184    194    185
   3633   4.729524852176117E+08   1095    627    184    394    185    395
   3634   4.729524877249117E+08   1238    486     88    218     89    219
   3635   4.729524902322517E+08   1207    465    125    207    126    208
   3636   4.729525102908117E+08    767    592    507    457    508    458
   3637   4.729525127980917E+08    761    493    543    365    544    366
   3638   4.729525127980917E+08    972    264    408     83    409     84
   3639   4.729525153054116E+08    785    667    468    523    469    524
   3640   4.729525153054116E+08    948    456    375    274    376    275
   3641   4.729525675298317E+08    386   -587    444    149    445    150
   3642   4.729525725444917E+08    350   -262    382    470    383    471
   3643   4.729525750517917E+08    518   -274    225    409    226    410
   3644   4.729525825737317E+08    236   -234    484    530    485    531
   3645   4.729525875883716E+08    495   -593    343    110    344    111
   3646   4.729526001249517E+08    373   -316    377    411    378    412
   3647   4.729526051395916E+08    390   -654    461     83    462     84
   3648   4.729526076469317E+08    342   -519    467    226    468    227
   3649   4.729526101542317E+08    587   -439    210    230    211    231
   3650   4.729526101542317E+08    484   -525    334    177    335    178
   3651   4.729526126615317E+08    394   -309    356    411    357    412
   3652   4.729526277054317E+08    340   -289    401    446    402    447
   3653   4.729526352274117E+08    593   -118    109    534    110    535
   3654   4.729526352274117E+08    594   -185    128    470    129    471
   3655   4.729526402420316E+08    682   -306     79    329     80    330
   3656   4.729526452566517E+08    387   -410    392    317    393    318
   3657   4.729526477639716E+08    546   -152    164    516    165    517
   3658   4.729526502713118E+08    375   -625    467    114    468    115
   3659   4.729526552859317E+08    315   -426    466    322    467    323
   3660   4.729526603005917E+08    749   -278      8    335      9    336
   3661   4.729526603005917E+08    594   -480    215    188    216    189
   3662   4.729527052207234E+08   1272    245    245    478    246    479
   3663   4.729527052207234E+08   1164    110    387    381    388    382
   3664   4.729527052207234E+08   1138   -169    493    122    494    123
   3665   4.729527077280317E+08   1319    188    217    410    218    411
   3666   4.729527127426918E+08   1512   -132    126     47    127     48
   3667   4.729527302939118E+08   1086   -107    525    197    526    198
   3668   4.729527328011717E+08   1038     76    517    385    518    386
